  E*/MeV   187At     188At     189At     190At     191At     192At     193At  
    40.0 0.000E+00 0.000E+00 0.000E+00 0.433E-05 0.460E-06 0.000E+00 0.000E+00
    41.0 0.000E+00 0.000E+00 0.000E+00 0.505E-05 0.261E-06 0.000E+00 0.000E+00
    42.0 0.000E+00 0.000E+00 0.000E+00 0.516E-05 0.147E-06 0.000E+00 0.000E+00
    43.0 0.000E+00 0.000E+00 0.589E-11 0.478E-05 0.819E-07 0.000E+00 0.000E+00
    44.0 0.000E+00 0.000E+00 0.697E-10 0.410E-05 0.453E-07 0.000E+00 0.000E+00
    45.0 0.000E+00 0.000E+00 0.469E-09 0.332E-05 0.206E-07 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.207E-08 0.257E-05 0.126E-08 0.000E+00 0.000E+00
    47.0 0.000E+00 0.000E+00 0.659E-08 0.192E-05 0.000E+00 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.160E-07 0.139E-05 0.000E+00 0.000E+00 0.000E+00
    49.0 0.000E+00 0.000E+00 0.307E-07 0.982E-06 0.000E+00 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.486E-07 0.681E-06 0.000E+00 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.658E-07 0.464E-06 0.000E+00 0.000E+00 0.000E+00
    52.0 0.000E+00 0.000E+00 0.788E-07 0.312E-06 0.000E+00 0.000E+00 0.000E+00
    53.0 0.000E+00 0.000E+00 0.856E-07 0.208E-06 0.000E+00 0.000E+00 0.000E+00
    54.0 0.000E+00 0.000E+00 0.860E-07 0.137E-06 0.000E+00 0.000E+00 0.000E+00
    55.0 0.000E+00 0.467E-13 0.812E-07 0.894E-07 0.000E+00 0.000E+00 0.000E+00
    56.0 0.000E+00 0.482E-12 0.728E-07 0.580E-07 0.000E+00 0.000E+00 0.000E+00
    57.0 0.000E+00 0.328E-11 0.626E-07 0.375E-07 0.000E+00 0.000E+00 0.000E+00
    58.0 0.000E+00 0.160E-10 0.519E-07 0.241E-07 0.000E+00 0.000E+00 0.000E+00
    60.0 0.000E+00 0.176E-09 0.328E-07 0.971E-08 0.000E+00 0.000E+00 0.000E+00
    60.0 0.000E+00 0.176E-09 0.328E-07 0.971E-08 0.000E+00 0.000E+00 0.000E+00
    61.0 0.000E+00 0.429E-09 0.252E-07 0.611E-08 0.000E+00 0.000E+00 0.000E+00
    62.0 0.000E+00 0.882E-09 0.191E-07 0.376E-08 0.000E+00 0.000E+00 0.000E+00
    63.0 0.000E+00 0.156E-08 0.142E-07 0.211E-08 0.000E+00 0.000E+00 0.000E+00
    64.0 0.000E+00 0.243E-08 0.104E-07 0.110E-08 0.000E+00 0.000E+00 0.000E+00
    65.0 0.000E+00 0.340E-08 0.751E-08 0.221E-09 0.000E+00 0.000E+00 0.000E+00
    66.0 0.000E+00 0.434E-08 0.538E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    67.0 0.480E-14 0.514E-08 0.382E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    

  E*/MeV   187At     188At     189At     190At     191At     192At     193At  
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.176E-10 0.185E-11 0.000E+00
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.536E-08 0.292E-09 0.000E+00
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.364E-07 0.295E-08 0.000E+00
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.109E-06 0.568E-08 0.000E+00
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.276E-06 0.945E-08 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.633E-06 0.152E-07 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.135E-05 0.237E-07 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.103E-10 0.259E-05 0.344E-07 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.659E-09 0.417E-05 0.381E-07 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.113E-07 0.504E-05 0.498E-08 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.804E-07 0.457E-05 0.000E+00 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.319E-06 0.338E-05 0.000E+00 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.883E-06 0.222E-05 0.000E+00 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.190E-05 0.136E-05 0.000E+00 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.323E-05 0.806E-06 0.000E+00 0.000E+00
    40.0 0.000E+00 0.000E+00 0.000E+00 0.444E-05 0.466E-06 0.000E+00 0.000E+00
    
    
      E*/MeV   186Po     187Po     188Po     189Po     190Po     191Po     192Po  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.184E-04 0.241E-03
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.477E-04 0.162E-03
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.109E-03 0.105E-03
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.217E-03 0.657E-04
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.372E-03 0.398E-04
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.574E-10 0.548E-03 0.235E-04
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.918E-09 0.699E-03 0.136E-04
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.745E-08 0.780E-03 0.764E-05
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.433E-07 0.774E-03 0.420E-05
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.199E-06 0.697E-03 0.225E-05
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.723E-06 0.578E-03 0.118E-05
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.212E-05 0.450E-03 0.598E-06
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.511E-05 0.331E-03 0.170E-06
    33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.102E-04 0.233E-03 0.138E-07
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.172E-04 0.159E-03 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.248E-04 0.104E-03 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.359E-10 0.312E-04 0.671E-04 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.487E-09 0.349E-04 0.422E-04 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.266E-08 0.353E-04 0.261E-04 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.784E-08 0.329E-04 0.159E-04 0.000E+00
    40.0 0.000E+00 0.000E+00 0.000E+00 0.156E-07 0.286E-04 0.954E-05 0.000E+00
    41.0 0.000E+00 0.000E+00 0.000E+00 0.277E-07 0.235E-04 0.567E-05 0.000E+00
    42.0 0.000E+00 0.000E+00 0.000E+00 0.532E-07 0.184E-04 0.335E-05 0.000E+00
    43.0 0.000E+00 0.000E+00 0.000E+00 0.113E-06 0.139E-04 0.196E-05 0.000E+00
    44.0 0.000E+00 0.000E+00 0.000E+00 0.244E-06 0.102E-04 0.114E-05 0.000E+00
    45.0 0.000E+00 0.000E+00 0.000E+00 0.493E-06 0.723E-05 0.659E-06 0.000E+00
    46.0 0.000E+00 0.000E+00 0.000E+00 0.905E-06 0.503E-05 0.373E-06 0.000E+00
    47.0 0.000E+00 0.000E+00 0.000E+00 0.149E-05 0.344E-05 0.205E-06 0.000E+00
    48.0 0.000E+00 0.000E+00 0.273E-12 0.221E-05 0.231E-05 0.988E-07 0.000E+00
    49.0 0.000E+00 0.000E+00 0.212E-11 0.296E-05 0.154E-05 0.429E-07 0.000E+00
    50.0 0.000E+00 0.000E+00 0.124E-10 0.362E-05 0.101E-05 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.578E-10 0.409E-05 0.657E-06 0.000E+00 0.000E+00
    52.0 0.000E+00 0.000E+00 0.221E-09 0.432E-05 0.424E-06 0.000E+00 0.000E+00
    53.0 0.000E+00 0.000E+00 0.707E-09 0.429E-05 0.272E-06 0.000E+00 0.000E+00
    54.0 0.000E+00 0.000E+00 0.191E-08 0.406E-05 0.173E-06 0.000E+00 0.000E+00
    55.0 0.000E+00 0.000E+00 0.446E-08 0.367E-05 0.109E-06 0.000E+00 0.000E+00
    56.0 0.000E+00 0.000E+00 0.904E-08 0.319E-05 0.679E-07 0.000E+00 0.000E+00
    57.0 0.000E+00 0.000E+00 0.162E-07 0.269E-05 0.417E-07 0.000E+00 0.000E+00
    58.0 0.000E+00 0.000E+00 0.260E-07 0.220E-05 0.247E-07 0.000E+00 0.000E+00
    60.0 0.000E+00 0.295E-12 0.505E-07 0.138E-05 0.500E-08 0.000E+00 0.000E+00
    60.0 0.000E+00 0.295E-12 0.505E-07 0.138E-05 0.500E-08 0.000E+00 0.000E+00
    61.0 0.000E+00 0.126E-11 0.624E-07 0.106E-05 0.000E+00 0.000E+00 0.000E+00
    62.0 0.000E+00 0.392E-11 0.722E-07 0.800E-06 0.000E+00 0.000E+00 0.000E+00
    63.0 0.000E+00 0.968E-11 0.790E-07 0.596E-06 0.000E+00 0.000E+00 0.000E+00
    64.0 0.000E+00 0.208E-10 0.821E-07 0.439E-06 0.000E+00 0.000E+00 0.000E+00
    65.0 0.000E+00 0.424E-10 0.816E-07 0.319E-06 0.000E+00 0.000E+00 0.000E+00
    66.0 0.000E+00 0.862E-10 0.782E-07 0.230E-06 0.000E+00 0.000E+00 0.000E+00
    67.0 0.000E+00 0.176E-09 0.724E-07 0.165E-06 0.000E+00 0.000E+00 0.000E+00

    
  E*/MeV   186Po     187Po     188Po     189Po     190Po     191Po     192Po  
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.111E-15 0.288E-09 0.144E-12
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.190E-12 0.496E-07 0.174E-09
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.493E-11 0.331E-06 0.121E-08
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.848E-10 0.999E-06 0.229E-08
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.117E-08 0.268E-05 0.375E-08
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.130E-07 0.670E-05 0.586E-08
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.116E-06 0.156E-04 0.731E-08
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.791E-06 0.330E-04 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.381E-05 0.585E-04 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.115E-04 0.779E-04 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.224E-04 0.765E-04 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.376E-10 0.316E-04 0.601E-04 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.512E-09 0.365E-04 0.414E-04 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.276E-08 0.370E-04 0.264E-04 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.807E-08 0.342E-04 0.162E-04 0.000E+00
    40.0 0.000E+00 0.000E+00 0.000E+00 0.159E-07 0.294E-04 0.974E-05 0.000E+00
    
    
      E*/MeV   185Bi     186Bi     187Bi     188Bi     189Bi     190Bi     191Bi  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.179E-06 0.731E-03 0.000E+00 0.438E-04
    21.0 0.000E+00 0.000E+00 0.000E+00 0.719E-06 0.776E-03 0.000E+00 0.863E-04
    22.0 0.000E+00 0.000E+00 0.000E+00 0.236E-05 0.741E-03 0.128E-09 0.157E-03
    23.0 0.000E+00 0.000E+00 0.000E+00 0.663E-05 0.645E-03 0.184E-08 0.264E-03
    24.0 0.000E+00 0.000E+00 0.000E+00 0.165E-04 0.522E-03 0.143E-07 0.413E-03
    25.0 0.000E+00 0.000E+00 0.000E+00 0.366E-04 0.396E-03 0.767E-07 0.595E-03
    26.0 0.000E+00 0.000E+00 0.000E+00 0.730E-04 0.285E-03 0.322E-06 0.794E-03
    27.0 0.000E+00 0.000E+00 0.000E+00 0.131E-03 0.196E-03 0.111E-05 0.978E-03
    28.0 0.000E+00 0.000E+00 0.380E-09 0.216E-03 0.129E-03 0.324E-05 0.111E-02
    29.0 0.000E+00 0.000E+00 0.367E-08 0.324E-03 0.827E-04 0.822E-05 0.118E-02
    30.0 0.000E+00 0.000E+00 0.213E-07 0.445E-03 0.514E-04 0.184E-04 0.117E-02
    31.0 0.000E+00 0.000E+00 0.900E-07 0.557E-03 0.312E-04 0.372E-04 0.108E-02
    32.0 0.000E+00 0.000E+00 0.308E-06 0.634E-03 0.185E-04 0.684E-04 0.950E-03
    33.0 0.000E+00 0.000E+00 0.897E-06 0.658E-03 0.108E-04 0.116E-03 0.793E-03
    34.0 0.000E+00 0.000E+00 0.228E-05 0.627E-03 0.614E-05 0.183E-03 0.632E-03
    35.0 0.000E+00 0.000E+00 0.514E-05 0.553E-03 0.344E-05 0.270E-03 0.485E-03
    36.0 0.000E+00 0.000E+00 0.103E-04 0.458E-03 0.192E-05 0.376E-03 0.359E-03
    37.0 0.000E+00 0.000E+00 0.186E-04 0.359E-03 0.116E-05 0.492E-03 0.258E-03
    38.0 0.000E+00 0.000E+00 0.304E-04 0.269E-03 0.993E-06 0.609E-03 0.181E-03
    39.0 0.000E+00 0.000E+00 0.451E-04 0.195E-03 0.154E-05 0.711E-03 0.124E-03
    40.0 0.000E+00 0.000E+00 0.607E-04 0.136E-03 0.321E-05 0.786E-03 0.828E-04
    41.0 0.000E+00 0.107E-09 0.747E-04 0.927E-04 0.675E-05 0.823E-03 0.545E-04
    42.0 0.000E+00 0.579E-09 0.842E-04 0.618E-04 0.132E-04 0.821E-03 0.354E-04
    43.0 0.000E+00 0.242E-08 0.877E-04 0.404E-04 0.238E-04 0.781E-03 0.226E-04
    44.0 0.000E+00 0.841E-08 0.850E-04 0.260E-04 0.387E-04 0.712E-03 0.143E-04
    45.0 0.000E+00 0.253E-07 0.775E-04 0.165E-04 0.620E-04 0.624E-03 0.898E-05
    46.0 0.000E+00 0.672E-07 0.671E-04 0.103E-04 0.925E-04 0.529E-03 0.558E-05
    47.0 0.000E+00 0.160E-06 0.555E-04 0.642E-05 0.129E-03 0.435E-03 0.344E-05
    48.0 0.000E+00 0.343E-06 0.442E-04 0.396E-05 0.170E-03 0.348E-03 0.211E-05
    49.0 0.000E+00 0.667E-06 0.341E-04 0.243E-05 0.212E-03 0.271E-03 0.128E-05
    50.0 0.000E+00 0.119E-05 0.256E-04 0.149E-05 0.249E-03 0.207E-03 0.772E-06
    51.0 0.000E+00 0.195E-05 0.188E-04 0.932E-06 0.277E-03 0.155E-03 0.463E-06
    52.0 0.000E+00 0.295E-05 0.135E-04 0.638E-06 0.294E-03 0.114E-03 0.275E-06
    53.0 0.351E-10 0.415E-05 0.957E-05 0.556E-06 0.299E-03 0.829E-04 0.160E-06
    54.0 0.138E-09 0.544E-05 0.667E-05 0.690E-06 0.291E-03 0.593E-04 0.921E-07
    55.0 0.468E-09 0.666E-05 0.459E-05 0.109E-05 0.273E-03 0.419E-04 0.506E-07
    56.0 0.140E-08 0.765E-05 0.312E-05 0.185E-05 0.247E-03 0.293E-04 0.254E-07
    57.0 0.377E-08 0.828E-05 0.211E-05 0.308E-05 0.218E-03 0.203E-04 0.898E-08
    58.0 0.910E-08 0.849E-05 0.141E-05 0.488E-05 0.186E-03 0.139E-04 0.000E+00
    60.0 0.400E-07 0.780E-05 0.617E-06 0.104E-04 0.127E-03 0.641E-05 0.000E+00
    60.0 0.400E-07 0.780E-05 0.617E-06 0.104E-04 0.127E-03 0.641E-05 0.000E+00
    61.0 0.733E-07 0.706E-05 0.406E-06 0.141E-04 0.102E-03 0.430E-05 0.000E+00
    62.0 0.124E-06 0.618E-05 0.269E-06 0.180E-04 0.802E-04 0.287E-05 0.000E+00
    63.0 0.193E-06 0.527E-05 0.184E-06 0.221E-04 0.621E-04 0.190E-05 0.000E+00
    64.0 0.279E-06 0.437E-05 0.139E-06 0.259E-04 0.475E-04 0.125E-05 0.000E+00
    65.0 0.377E-06 0.355E-05 0.130E-06 0.291E-04 0.358E-04 0.817E-06 0.000E+00
    66.0 0.477E-06 0.283E-05 0.160E-06 0.314E-04 0.267E-04 0.530E-06 0.000E+00
    67.0 0.568E-06 0.222E-05 0.238E-06 0.328E-04 0.197E-04 0.342E-06 0.000E+00
    

  E*/MeV   185Bi     186Bi     187Bi     188Bi     189Bi     190Bi     191Bi  
    25.0 0.000E+00 0.000E+00 0.000E+00 0.206E-10 0.570E-11 0.229E-12 0.210E-09
    26.0 0.000E+00 0.000E+00 0.000E+00 0.588E-08 0.491E-08 0.424E-10 0.517E-07
    27.0 0.000E+00 0.000E+00 0.000E+00 0.611E-07 0.367E-07 0.675E-09 0.422E-06
    28.0 0.000E+00 0.000E+00 0.837E-12 0.308E-06 0.838E-07 0.601E-08 0.149E-05
    29.0 0.000E+00 0.000E+00 0.234E-10 0.140E-05 0.165E-06 0.469E-07 0.479E-05
    30.0 0.000E+00 0.000E+00 0.407E-09 0.580E-05 0.311E-06 0.326E-06 0.145E-04
    31.0 0.000E+00 0.000E+00 0.516E-08 0.218E-04 0.570E-06 0.201E-05 0.408E-04
    32.0 0.000E+00 0.000E+00 0.503E-07 0.704E-04 0.989E-06 0.107E-04 0.104E-03
    33.0 0.000E+00 0.000E+00 0.353E-06 0.180E-03 0.151E-05 0.439E-04 0.220E-03
    34.0 0.000E+00 0.000E+00 0.160E-05 0.327E-03 0.183E-05 0.125E-03 0.343E-03
    35.0 0.000E+00 0.000E+00 0.477E-05 0.422E-03 0.170E-05 0.248E-03 0.385E-03
    36.0 0.000E+00 0.000E+00 0.106E-04 0.422E-03 0.128E-05 0.383E-03 0.342E-03
    37.0 0.000E+00 0.000E+00 0.195E-04 0.359E-03 0.929E-06 0.516E-03 0.263E-03
    38.0 0.000E+00 0.000E+00 0.318E-04 0.277E-03 0.920E-06 0.637E-03 0.188E-03
    39.0 0.000E+00 0.000E+00 0.467E-04 0.201E-03 0.154E-05 0.737E-03 0.128E-03
    40.0 0.000E+00 0.000E+00 0.623E-04 0.140E-03 0.326E-05 0.807E-03 0.853E-04
