E_lab	E*/MeV	197At	198At	199At	200At	201At	202At	203At	204At	205At
196.704	71.0	0.000E+00	0.946E-03	0.138E+01	0.137E+01	0.107E+00	0.290E-03	0.000E+00	0.000E+00	0.000E+00
197.946	72.0	0.000E+00	0.232E-02	0.144E+01	0.109E+01	0.726E-01	0.173E-03	0.000E+00	0.000E+00	0.000E+00
199.189	73.0	0.000E+00	0.489E-02	0.146E+01	0.863E+00	0.488E-01	0.103E-03	0.000E+00	0.000E+00	0.000E+00
200.431	74.0	0.000E+00	0.914E-02	0.145E+01	0.671E+00	0.327E-01	0.611E-04	0.000E+00	0.000E+00	0.000E+00
201.674	75.0	0.000E+00	0.155E-01	0.140E+01	0.515E+00	0.218E-01	0.358E-04	0.000E+00	0.000E+00	0.000E+00
202.916	76.0	0.000E+00	0.241E-01	0.132E+01	0.391E+00	0.145E-01	0.206E-04	0.000E+00	0.000E+00	0.000E+00
204.159	77.0	0.282E-06	0.350E-01	0.121E+01	0.293E+00	0.958E-02	0.116E-04	0.000E+00	0.000E+00	0.000E+00
205.401	78.0	0.162E-05	0.479E-01	0.109E+01	0.218E+00	0.631E-02	0.581E-05	0.000E+00	0.000E+00	0.000E+00
206.643	79.0	0.723E-05	0.623E-01	0.968E+00	0.161E+00	0.415E-02	0.238E-05	0.000E+00	0.000E+00	0.000E+00
207.886	80.0	0.260E-04	0.778E-01	0.842E+00	0.118E+00	0.272E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00
209.128	81.0	0.781E-04	0.934E-01	0.720E+00	0.855E-01	0.177E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00
210.371	82.0	0.200E-03	0.108E+00	0.606E+00	0.617E-01	0.115E-02	0.000E+00	0.000E+00	0.000E+00	0.000E+00
211.613	83.0	0.451E-03	0.122E+00	0.504E+00	0.442E-01	0.748E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
212.856	84.0	0.906E-03	0.133E+00	0.413E+00	0.315E-01	0.483E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
214.098	85.0	0.166E-02	0.142E+00	0.334E+00	0.224E-01	0.311E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
215.340	86.0	0.279E-02	0.147E+00	0.267E+00	0.158E-01	0.199E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
216.583	87.0	0.439E-02	0.149E+00	0.212E+00	0.111E-01	0.127E-03	0.000E+00	0.000E+00	0.000E+00	0.000E+00
217.825	88.0	0.649E-02	0.148E+00	0.166E+00	0.777E-02	0.807E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
219.068	89.0	0.910E-02	0.143E+00	0.129E+00	0.542E-02	0.511E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
220.310	90.0	0.122E-01	0.136E+00	0.997E-01	0.376E-02	0.319E-04	0.000E+00	0.000E+00	0.000E+00	0.000E+00
