E_lab	E*/MeV	184Bi	185Bi	186Bi	187Bi	188Bi	189Bi	190Bi	191Bi	192Bi	193Bi
281.904	67.0	0.000E+00	0.000E+00	0.000E+00	0.376E-09	0.647E-06	0.102E-05	0.883E-07	0.292E-05	0.156E-05	0.809E-08
283.266	68.0	0.000E+00	0.000E+00	0.000E+00	0.831E-09	0.743E-06	0.773E-06	0.883E-07	0.280E-05	0.121E-05	0.532E-08
284.627	69.0	0.000E+00	0.000E+00	0.000E+00	0.172E-08	0.818E-06	0.579E-06	0.103E-06	0.263E-05	0.935E-06	0.344E-08
285.988	70.0	0.000E+00	0.000E+00	0.000E+00	0.329E-08	0.867E-06	0.429E-06	0.131E-06	0.240E-05	0.713E-06	0.220E-08
287.349	71.0	0.000E+00	0.000E+00	0.000E+00	0.590E-08	0.888E-06	0.315E-06	0.172E-06	0.215E-05	0.538E-06	0.137E-08
288.710	72.0	0.000E+00	0.000E+00	0.000E+00	0.992E-08	0.880E-06	0.230E-06	0.225E-06	0.189E-05	0.403E-06	0.809E-09
290.071	73.0	0.000E+00	0.000E+00	0.000E+00	0.157E-07	0.848E-06	0.166E-06	0.288E-06	0.164E-05	0.299E-06	0.425E-09
291.432	74.0	0.000E+00	0.000E+00	0.000E+00	0.235E-07	0.796E-06	0.119E-06	0.357E-06	0.139E-05	0.220E-06	0.149E-09
292.793	75.0	0.000E+00	0.000E+00	0.152E-12	0.332E-07	0.729E-06	0.858E-07	0.430E-06	0.116E-05	0.161E-06	0.000E+00
294.154	76.0	0.000E+00	0.000E+00	0.481E-12	0.447E-07	0.653E-06	0.619E-07	0.501E-06	0.955E-06	0.117E-06	0.000E+00
295.516	77.0	0.000E+00	0.000E+00	0.140E-11	0.573E-07	0.574E-06	0.457E-07	0.565E-06	0.771E-06	0.841E-07	0.000E+00
296.877	78.0	0.000E+00	0.000E+00	0.376E-11	0.702E-07	0.496E-06	0.353E-07	0.620E-06	0.608E-06	0.602E-07	0.000E+00
298.238	79.0	0.000E+00	0.000E+00	0.938E-11	0.826E-07	0.421E-06	0.299E-07	0.662E-06	0.472E-06	0.428E-07	0.000E+00
299.599	80.0	0.000E+00	0.000E+00	0.198E-10	0.914E-07	0.387E-06	0.318E-07	0.714E-06	0.396E-06	0.302E-07	0.000E+00
300.960	81.0	0.000E+00	0.000E+00	0.431E-10	0.101E-06	0.321E-06	0.323E-07	0.730E-06	0.239E-06	0.212E-07	0.000E+00
302.321	82.0	0.000E+00	0.000E+00	0.881E-10	0.108E-06	0.263E-06	0.365E-07	0.730E-06	0.137E-06	0.148E-07	0.000E+00
303.682	83.0	0.000E+00	0.000E+00	0.169E-09	0.112E-06	0.213E-06	0.438E-07	0.715E-06	0.811E-07	0.103E-07	0.000E+00
305.043	84.0	0.000E+00	0.000E+00	0.308E-09	0.113E-06	0.170E-06	0.539E-07	0.686E-06	0.458E-07	0.707E-08	0.000E+00
306.404	85.0	0.000E+00	0.000E+00	0.528E-09	0.111E-06	0.135E-06	0.660E-07	0.645E-06	0.249E-07	0.483E-08	0.000E+00
307.766	86.0	0.000E+00	0.000E+00	0.860E-09	0.107E-06	0.106E-06	0.795E-07	0.595E-06	0.605E-08	0.327E-08	0.000E+00
309.127	87.0	0.000E+00	0.000E+00	0.133E-08	0.100E-06	0.827E-07	0.936E-07	0.533E-06	0.143E-08	0.218E-08	0.000E+00
310.488	88.0	0.000E+00	0.598E-13	0.196E-08	0.925E-07	0.640E-07	0.107E-06	0.463E-06	0.000E+00	0.143E-08	0.000E+00
311.849	89.0	0.000E+00	0.162E-12	0.277E-08	0.839E-07	0.492E-07	0.120E-06	0.383E-06	0.000E+00	0.909E-09	0.000E+00
313.210	90.0	0.000E+00	0.409E-12	0.375E-08	0.748E-07	0.376E-07	0.131E-06	0.291E-06	0.000E+00	0.537E-09	0.000E+00
